id,titel,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0oA9wBGDY4uyILLg4GymWP,Tom's Diner,pop,0.68,0.428,6,-8.107,0,0.135,0.376,0.000344,0.355,0.334,98.222,269333,4
0oJksAGoFVzgAiAAynpTBc,Smash It Up!,alternative,0.592,0.738,0,-6.459,1,0.0506,0.0119,0.0189,0.176,0.616,149.037,194200,4
0oLBr0Knuo63yDvnq3f5U3,Outta Love,party,0.775,0.75,3,-4.979,1,0.0577,0.0694,2.62e-05,0.153,0.269,124.019,164705,4
0oSILLUEwuFTFRsz5Twe56,66 Exeter Street,metal,0.202,0.968,4,-3.636,1,0.0748,5.63e-06,0.0913,0.105,0.501,191.963,249531,3
0oUBuOO4g9P4lREqfqR5nq,A Man Without Love,pop,0.538,0.467,2,-9.589,1,0.0327,0.637,0.0,0.115,0.507,111.766,203133,4
0oWraSo5ASJ0h1BEagTyEw,Hold My Hand,pop,0.519,0.617,7,-4.287,1,0.0313,0.0387,0.0,0.401,0.222,147.708,225300,3
0oaMjtPZszuZSkSC1Fzt3e,HOUSE,edm_dance,0.667,0.717,0,-8.174,0,0.0383,0.000585,0.927,0.243,0.0999,120.028,132000,4
0obv9ng3ulbtAFFBiYrxJe,Everyday I Love You Less and Less,alternative,0.504,0.949,1,-4.474,0,0.0416,0.00594,2.91e-06,0.242,0.581,160.037,217707,4
0oerlffJSzhRVvtDfLcp3N,Wanted Dead Or Alive,rock,0.252,0.802,7,-3.976,1,0.0391,0.13,0.0146,0.309,0.253,150.056,308667,4
0ofHAoxe9vBkTCp2UQIavz,Dreams - 2004 Remaster,rock,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800,4
0oiv4E896TUTTeQU0cmIui,Massive,edm_dance,0.499,0.671,4,-6.774,0,0.0561,0.114,0.0169,0.148,0.0557,124.994,336924,3
0osvOdeD3YXZiWkT8MKolJ,Lifestyle (feat. Adam Levine),party,0.749,0.674,10,-5.128,0,0.0366,0.0209,0.0,0.169,0.711,123.055,153865,4
0owkRiLsjtXe3JKYxt9tf5,Far Away,edm_dance,0.709,0.628,11,-14.961,1,0.0405,0.427,0.782,0.106,0.0341,119.013,178000,4
0p66hdLEFTeBns3qvJdm7N,I Didn't Know (feat. James Gillespie),pop,0.586,0.685,0,-5.632,0,0.0368,0.278,0.0,0.277,0.668,83.029,160984,4
0pA0BVXTONNqSldC9FdiaU,allein allein,hiphop,0.71,0.558,5,-8.811,0,0.343,0.0675,0.00099,0.216,0.548,76.502,154600,4
0pAZwblmzeso5UGoEMwXEl,JazzStories,hiphop,0.739,0.264,11,-15.443,0,0.0515,0.554,0.84,0.0796,0.847,180.018,124069,4
0pAyXGUIrNm2oISrdAzbsw,Sunday Funday,indie_alt,0.429,0.699,8,-8.436,1,0.0404,0.0352,0.291,0.126,0.686,82.971,256630,4
0pBLfQ5JBjh12H6DGZjMwM,Elevate,indie_alt,0.541,0.982,2,-4.908,1,0.106,0.00767,0.000809,0.291,0.723,104.035,308360,4
0pEUwLBPguETGgTxsc7MVh,KNIGHT II,edm_dance,0.831,0.872,10,-4.666,0,0.0598,0.00275,0.913,0.133,0.41,93.996,125954,4
0pMUR7Uvp6vxlbG0qBFvgM,Better Off Alone,party,0.671,0.88,8,-6.149,0,0.0552,0.00181,0.691,0.285,0.782,136.953,214883,4
0pQskrTITgmCMyr85tb9qq,Starman - 2012 Remaster,rock,0.486,0.449,5,-10.298,1,0.0267,0.166,2.23e-06,0.54,0.549,100.456,254293,4
0pXN3MXGemL7dmLuLtAk7z,Bologna,party,0.582,0.879,4,-3.6,0,0.0345,0.0139,2.13e-05,0.185,0.773,114.014,214309,4
0pZ9CVpntp64dBWsIUg9sG,Schmetterling,pop,0.717,0.437,4,-7.822,1,0.0848,0.805,0.0,0.267,0.437,142.092,143733,4
0pZP2Nlyr3wesED9I8Sp6M,Just a Dream,indie_alt,0.389,0.434,7,-8.819,1,0.0311,0.693,7.41e-06,0.0831,0.21,121.898,247780,4
0pahxiNdLjp6FKi1aFAb2r,Warum willst du mich,pop,0.499,0.479,4,-9.428,0,0.0575,0.621,1.97e-05,0.101,0.0444,151.804,242543,4
0pjFg3uppmooqP1yqPBhZk,Hooked,edm_dance,0.654,0.767,0,-6.307,1,0.0523,0.125,0.0,0.0838,0.404,122.017,167213,4
0pmcmbz1zW2ZEYHTJUUKai,Klass - MISSUXO Film Edit,alternative,0.186,0.187,3,-26.141,0,0.0399,0.956,0.939,0.227,0.196,94.951,238000,4
0poEFjyV2iHKtxjdWFwjmS,All Night (feat. Ally Brooke),party,0.593,0.877,0,-3.825,0,0.0677,0.123,0.0,0.503,0.635,123.76,166413,4
0pqMiOu7FWQsaLeBQPGngM,Keep It Stepping,alternative,0.579,0.668,6,-10.288,1,0.497,0.345,0.000851,0.212,0.575,78.322,180027,1
0pqnGHJpmpxLKifKRmU6WP,Believer,rock,0.776,0.78,10,-4.374,0,0.128,0.0622,0.0,0.081,0.666,124.949,204347,4
0pwObEOHolQZSldJ2q1wpy,Stinkfist,metal,0.286,0.728,0,-6.608,1,0.0616,0.000174,0.836,0.133,0.467,171.441,312120,4
0pxSWLTNNDqVfCttX1iodN,deja vu,indie_alt,0.447,0.608,2,-7.294,1,0.103,0.587,9.44e-06,0.436,0.169,180.558,215508,4
0pzf9feTtPRA8MRDYRFyAJ,With Or Without Me (feat. Delaney Jane & Angelino),edm_dance,0.847,0.889,9,-5.6,0,0.181,0.072,0.000357,0.103,0.371,119.939,170050,4
0q8PPzBm1ge1x6bp5q9NQE,Percussion Gun,alternative,0.527,0.873,0,-6.539,0,0.0522,0.212,0.00377,0.437,0.588,103.217,188507,4
0q9UhjpLwjYuDR5ZXOUkui,Ticket zu dir,hiphop,0.611,0.634,5,-8.368,1,0.057,0.224,0.0,0.12,0.603,85.254,157231,4
0qAi6FKsbiGXAkk6Sx4mVn,Aerials,metal,0.48,0.929,0,-5.594,1,0.0561,0.000673,0.000412,0.0715,0.351,163.01,219853,4
0qENavjo41kOKOnuSy9laJ,Brown Eyed Son,metal,0.245,0.925,4,-7.391,1,0.0748,0.000883,0.912,0.249,0.499,180.137,130547,4
0qHWLH1msM5dfrwcYtCq4Y,Space Maneuvers,hiphop,0.846,0.255,10,-14.348,1,0.161,0.256,0.571,0.113,0.443,85.103,135529,4
0qIrWoATVP6JUKbboAaJOZ,The Rhythm of the Jungle,indie_alt,0.735,0.834,11,-9.729,0,0.0517,0.0211,0.000291,0.054,0.821,112.042,238147,4
0qLCGr3tEqsvk5FfHU2XqV,Tears For Later,edm_dance,0.633,0.866,1,-3.694,1,0.149,0.0246,0.001,0.0904,0.161,95.059,166737,4
0qOnSQQF0yzuPWsXrQ9paz,Stereo Hearts (feat. Adam Levine),party,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99,210960,4
0qP6EVaD4J2QzHohrqhfqp,Why Why Why,pop,0.678,0.762,5,-6.81,1,0.0601,0.174,0.00635,0.128,0.198,121.067,174945,4
0qPD4rxBqAzvD2rlQXiPaz,5,metal,0.476,0.886,6,-7.377,0,0.0503,8.27e-05,0.249,0.159,0.454,173.074,295600,4
0qPGui07lEJkd4PTb4iCVu,Allein sein,hiphop,0.543,0.6,5,-8.162,1,0.312,0.147,0.0,0.0748,0.41,83.111,150445,4
0qRR9d89hIS0MHRkQ0ejxX,Rich Girl,rock,0.573,0.683,5,-6.644,1,0.176,0.461,0.0,0.0935,0.817,169.519,142787,4
0qVbxX1jRpps266TsXzxLX,Zimmer allein,hiphop,0.7,0.497,11,-9.051,1,0.232,0.0659,3.19e-06,0.127,0.487,115.938,151314,5
0qWI3yyjm0pE6w27TKYA3n,Adore Me,edm_dance,0.679,0.705,2,-8.358,1,0.0401,0.0261,1.23e-06,0.568,0.478,119.986,133000,4
0qgrrDnUUhyxpxbBznUnzg,18 and Life,rock,0.466,0.648,1,-11.101,0,0.028,0.0023,1.49e-05,0.112,0.305,90.435,229960,4
0qnpxbStMCvnIaHixVjuPk,Orion,indie_alt,0.586,0.698,7,-8.915,1,0.0263,0.00667,0.0369,0.125,0.38,116.971,217749,4
0qo1JukfClmpHnUOJxpFXi,killer queen,pop,0.69,0.732,3,-5.352,0,0.0497,0.0604,0.00114,0.168,0.636,107.977,178889,4
0qrIo0wS3pCPeM4aEdyyA4,Orbit,alternative,0.389,0.221,5,-21.061,1,0.0371,0.982,0.894,0.103,0.379,128.297,247125,5
0qttxLLyAshPduVf6LRGKk,Sometimes I Rhyme Slow,hiphop,0.764,0.682,6,-9.627,0,0.151,0.0727,0.195,0.112,0.66,108.335,163000,4
0qxmE5kXv77PyakmADC6Hc,Gentleman (Ich seh nur F**kboys),party,0.677,0.895,0,-5.021,1,0.0621,0.00141,1.21e-05,0.198,0.548,134.934,163984,4
0qyIfrncrrZQlx2jaffhYm,Room,indie_alt,0.834,0.48,7,-9.227,1,0.0309,0.689,0.0518,0.141,0.67,114.034,210777,4
0r0dEfb6seSEb9oiTNX6wQ,Let's Make Love And Listen To Death From Above - Spank Rock Remix,alternative,0.838,0.73,10,-6.853,1,0.0556,0.00923,0.605,0.115,0.849,120.0,270120,4
0r1kH7SIkkPP9W7mUknObF,Easy,party,0.818,0.625,7,-6.512,1,0.0355,0.0804,0.0,0.122,0.959,95.545,172209,4
0r3ur5jBMpjkcrqbVVvgs7,Moth,metal,0.241,0.923,8,-3.495,1,0.0529,0.000446,0.0,0.22,0.451,172.046,291132,3
0rEZLERudN7uUxxRH7SKSI,Now,edm_dance,0.834,0.579,10,-6.721,0,0.0629,0.112,4.89e-06,0.0466,0.792,123.036,182531,4
0rFWuqFgHAfuzE8uSB9TWR,Live And Let Die,rock,0.262,0.777,11,-8.671,1,0.0632,0.0109,0.113,0.12,0.264,152.5,182733,4
0rG5jvbdBRAg7paORdTWSe,Drunk in Love,edm_dance,0.645,0.916,8,-4.695,1,0.065,0.00347,0.574,0.177,0.105,140.041,165429,4
0rIIDK6ygTvQVsNqbelvQj,Hanako,indie_alt,0.529,0.706,6,-9.863,0,0.0299,0.000453,0.833,0.269,0.67,143.981,208125,4
0rJcwjzyVGfqCzUIqewZYd,Verliabt,pop,0.763,0.92,7,-4.369,1,0.0436,0.066,0.0,0.107,0.868,125.924,226250,4
0rKN5dT2x6YwqFHL74zHPg,Steh auf,rock,0.462,0.717,7,-5.993,0,0.0326,0.00429,0.00365,0.148,0.122,120.018,224653,4
0rKtyWc8bvkriBthvHKY8d,SLOW DANCING IN THE DARK,pop,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,209274,4
0rPjceGXpvTxoe2sy3eGiX,Temple of Eternity,alternative,0.678,0.578,4,-11.211,1,0.0277,0.0284,0.975,0.201,0.484,119.044,183500,4
0rQV8yyM0fjQmZjlJnIR7Y,Lost In Between,indie_alt,0.628,0.329,9,-13.577,1,0.104,0.8,0.0855,0.256,0.407,79.976,124500,4
0rRn3j1DLkhEI6XL52Gaie,Sport,hiphop,0.794,0.78,11,-3.373,0,0.0748,0.0073,9.99e-05,0.0516,0.628,165.009,175330,4
0rUd34miBQcQTzevrULn3G,Pulse - Marie Vaunt Remix,edm_dance,0.662,0.805,7,-4.075,1,0.0616,0.00389,0.812,0.0909,0.171,135.999,360000,4
0rWIAbUoOL67JAHxxGRKx7,Puzzles,rock,0.578,0.948,0,-5.304,1,0.137,0.0208,0.000554,0.0746,0.392,88.568,161560,4
0rY4VH4Gztiwi6uLGaQcdP,Midnight Sun,pop,0.59,0.823,11,-5.625,0,0.041,0.0364,0.0,0.205,0.451,119.854,198125,4
0rZafkLnrcAFbVTrMo2NIl,"Lies Of Serpents, A River Of Tears",metal,0.309,0.758,0,-7.7,1,0.0655,6.25e-05,0.579,0.173,0.152,145.439,159360,4
0rZoBDxaTiDAY69SID8alo,Mixed Signals - EP Version,alternative,0.427,0.813,2,-6.166,0,0.0708,0.000682,0.279,0.045,0.434,161.947,211925,4
0rfN0qfndV2e50p9naAvoo,Forever,edm_dance,0.577,0.855,0,-7.857,0,0.0354,0.254,0.919,0.121,0.198,132.01,298853,4
0riJCeCbLqBwoVSnG3FMXM,Indigo,edm_dance,0.48,0.765,1,-6.246,0,0.0345,0.0735,0.891,0.0889,0.395,124.015,372897,4
0rlPOzWbNVui2ABuI5OFhL,Halo,metal,0.525,0.914,3,-4.183,1,0.0705,2.64e-05,0.00127,0.0573,0.461,111.145,195307,4
0rmGAIH9LNJewFw7nKzZnc,You Give Love A Bad Name,rock,0.541,0.96,0,-2.947,0,0.0505,0.0663,2.25e-06,0.344,0.812,122.803,222707,4
0rme3FLbw5o1KLXpJzivjS,Rock Lobster,alternative,0.603,0.814,8,-11.51,1,0.048,0.0462,0.0265,0.0509,0.486,92.24,412033,4
0rsn2sc8LlIfTyePLigY8w,No Hope 'Til Now,metal,0.354,0.689,1,-15.485,0,0.0863,0.00101,0.000865,0.118,0.203,140.13,239571,3
0rwOtnvfoBHa443aTwjSlu,2MS,hiphop,0.885,0.332,1,-8.62,1,0.848,0.0185,0.0,0.119,0.423,141.849,108169,4
0s8FwfMvPE0QCxeKXr3Kd2,Death in Space,alternative,0.601,0.601,7,-14.313,0,0.0372,0.19,0.672,0.0581,0.47,118.013,190488,4
0sACOMcyDjLAO7Pe4NR2l3,mitleerenhänden,indie_alt,0.582,0.717,1,-8.298,0,0.0427,0.602,0.379,0.0925,0.196,138.847,209224,4
0sBJA2OCEECMs0HsdIQhvR,West Coast,pop,0.685,0.699,6,-7.803,0,0.0349,0.317,0.0,0.0895,0.884,134.057,192948,4
0sBqtbL5ec79SStdROXPCF,Solo Para Ti - Noel Holler Remix,edm_dance,0.669,0.92,1,-5.913,1,0.0456,0.0602,0.0939,0.286,0.137,126.044,172129,4
0sDqo9UPzPUtu9wEkI3zRB,The Weight - Remastered,alternative,0.63,0.519,9,-10.997,1,0.0528,0.225,4.3e-06,0.0974,0.502,143.942,278627,4
0sGxdHIZbbJCHY05hAixUe,Glauben,indie_alt,0.511,0.448,4,-10.358,1,0.0826,0.886,0.0178,0.113,0.0798,92.607,174465,4
0sIlP6idi9UpoCcxPPCMvb,Coffee,indie_alt,0.664,0.309,6,-11.854,1,0.0334,0.7,0.00158,0.159,0.0425,139.968,137143,4
0sb8ClU3CLoNblxkpmOKzA,Maybe You’re The Problem,pop,0.53,0.835,9,-3.69,1,0.11,0.0453,0.0,0.0637,0.471,166.02,190319,4
0sbbGfPxrNtZnJZVIn11MP,Remember (Remix),edm_dance,0.543,0.73,11,-11.445,0,0.0325,0.0132,0.751,0.0885,0.121,124.993,284160,4
0sfsaYvx2fMwJq3WNrVnX5,Melancholy Angel,metal,0.544,0.904,2,-7.668,0,0.0356,0.000121,3.9e-06,0.206,0.615,126.013,235520,4
0sgDEFq9oeC8ueOK0mR5IA,Working for the Weekend,rock,0.526,0.924,7,-5.591,1,0.0391,0.027,0.000728,0.598,0.793,147.28,220707,4
0shK5iZQppbHPQYiy60xs9,Rosa Parks,hiphop,0.792,0.701,6,-7.198,0,0.283,0.105,0.0,0.761,0.251,103.89,324373,4
0siYMEsGrzzzlWLXK5zJfS,BED,party,0.671,0.782,6,-4.593,1,0.0341,0.0142,0.00221,0.333,0.618,123.989,178088,4
0skgJbXMM4sPRwSKXvO2id,Samba,pop,0.772,0.882,9,-3.897,0,0.214,0.0471,0.0,0.0742,0.523,126.181,147819,4
0snQkGI5qnAmohLE7jTsTn,Toxicity,rock,0.413,0.873,8,-4.151,1,0.0536,0.000264,0.00249,0.204,0.48,116.68,218933,3
0ssMkB7cxLPgV5rRia6DFp,All I Want,alternative,0.311,0.846,5,-4.825,1,0.0371,0.000627,0.000325,0.129,0.268,183.358,231640,4
0syC0qTiupPIzWnE0VmlZl,Disco Electrique - Vocal Mix,party,0.817,0.775,0,-7.185,1,0.0848,0.000399,0.67,0.0911,0.454,128.003,463120,4
0szIXYe2JiSuNHLWkh5cAP,A.M. RADIO,indie_alt,0.469,0.562,1,-6.402,1,0.0343,0.568,0.000135,0.123,0.483,138.197,237320,4
0t0x6vNJk3cY2YgOSOZlwM,Mittelfinger hoch,hiphop,0.601,0.879,2,-3.406,1,0.329,0.0187,0.0,0.105,0.405,101.985,215187,4
0t2vmQvhfE6Qgtk4hothno,Besteste Band,rock,0.707,0.917,7,-3.219,1,0.045,0.0255,0.0,0.179,0.506,109.986,214093,4
0t5AAineLuUCFbeTjZxvhs,Born Again (Babylonia),party,0.638,0.791,11,-6.891,0,0.0365,0.131,0.000197,0.567,0.434,126.042,175264,4
0t6hb4sQPxJQAAB7iYPrpt,Chambers of Fire,metal,0.48,0.926,4,-6.839,1,0.0645,0.000864,7.69e-05,0.207,0.169,119.942,253919,3
0tByDZgQzoNfFFmpgleB0s,10/10,alternative,0.487,0.909,10,-4.091,1,0.102,0.301,2.9e-05,0.0803,0.293,187.783,146102,4
0tDeSKBOBsKHFurhXURSXp,If Your Girl Only Knew (feat Timbaland and Missy Elliott),hiphop,0.844,0.733,9,-3.658,0,0.0392,0.141,0.000657,0.137,0.822,88.418,290907,4
0tHeScWiI9EuF9IuH36Beu,The Hardest Button to Button,alternative,0.689,0.511,4,-8.407,0,0.0742,0.00808,0.276,0.0914,0.578,128.458,212267,4
0tMSssfxAL2oV8Vri0mFHE,listen before i go,pop,0.319,0.0561,0,-23.023,1,0.045,0.935,0.00384,0.388,0.082,79.764,242652,3
0tQmx4cdqvjHzMeewtSFCe,Idols,alternative,0.714,0.27,1,-10.218,1,0.405,0.047,0.934,0.0707,0.902,80.546,116000,4
0tUsBMUx2zOnfIWiKqkEps,Video Killed the Radio Star,indie_alt,0.654,0.822,1,-7.516,1,0.0375,0.0515,0.000865,0.317,0.961,142.896,168307,4
0tZ3mElWcr74OOhKEiNz1x,Bulls On Parade,rock,0.412,0.919,5,-7.291,1,0.184,0.0124,0.0601,0.424,0.572,166.367,229467,4
0tdxwIjvZq1SXuyghptjRO,You Gonna Want Me - Tocadisco Remix,party,0.735,0.51,9,-6.969,0,0.0553,0.000305,0.284,0.0656,0.125,126.977,372960,4
0tobjNbP51FMlEUslgm9CR,Enemy,metal,0.446,0.934,11,-5.631,1,0.117,2.9e-05,0.000663,0.104,0.337,153.802,171429,4
0tqDrdVcbqGtar6mtbqfu2,Junge,rock,0.563,0.792,10,-4.885,0,0.035,0.0531,2.86e-06,0.107,0.176,105.467,187533,4
0trHOzAhNpGCsGBEu7dOJo,N.Y. State of Mind,hiphop,0.665,0.91,6,-4.682,0,0.223,0.0394,0.0,0.227,0.887,84.099,293973,4
0tsHAAhdxSzwHAeHHXKbsw,Personality Crisis,alternative,0.429,0.914,7,-9.594,1,0.0505,0.0321,9.26e-05,0.436,0.685,155.588,221507,4
0twTCjPuPFX0cZ25eEaIky,Fix Your Heart,edm_dance,0.508,0.905,4,-5.539,0,0.0741,0.12,0.0053,0.0712,0.22,101.019,123483,4
0txisWocI2H8yPRjYxLo83,Chelsea Dagger,rock,0.508,0.813,7,-3.158,1,0.139,0.0417,0.0,0.0838,0.55,154.638,215307,4
0tyR7Bu9P086aWBFZ4QJoo,Monsters (feat. blackbear),rock,0.369,0.845,0,-3.449,0,0.0611,0.0493,0.0,0.416,0.782,78.532,174068,4
0tyb4R408TWXTM3s06pJjn,I Wanna Leave,indie_alt,0.425,0.314,11,-9.921,0,0.0443,0.538,0.00344,0.346,0.174,77.341,178202,4
0u1x6HLqZ45r7ekn7mOkTE,Into the Night,indie_alt,0.642,0.688,6,-9.484,0,0.0407,0.0388,0.0355,0.179,0.655,92.997,171773,4
0u48MC31eHmJYXPeNNs3kK,Touching,alternative,0.657,0.415,9,-6.46,0,0.0812,0.299,1.43e-05,0.102,0.559,78.012,173548,4
0u5aO1GYsIhAWCPuXdwnak,Today - 2011 Remaster,rock,0.456,0.826,8,-7.611,1,0.0268,3.35e-05,0.57,0.0548,0.415,82.539,201173,4
0uExPDE9Myy7FN9WkKNL72,On Fire,edm_dance,0.69,0.701,0,-9.334,0,0.0384,0.372,0.00311,0.103,0.419,119.996,208514,4
0uIwEMEjZDGrZ3NvxK3T9F,Sweet Dreams,party,0.767,0.816,7,-4.25,1,0.035,0.0239,2.68e-06,0.157,0.434,125.031,138819,4
0uLhNT7UIH3nZCCDZd3OBl,Anna Molly,rock,0.451,0.973,8,-2.611,1,0.0514,0.00428,7.36e-06,0.0924,0.628,151.885,225880,4
0uO5T7u4DkgfGif1wIeLNr,Between Two Worlds,edm_dance,0.719,0.693,0,-7.875,0,0.0484,0.00874,0.907,0.0651,0.162,123.026,464027,4
0uSOEYtERCIUtsQ0s5xjaM,Take Out the Trash,rock,0.63,0.433,0,-6.17,1,0.0926,0.0997,2.62e-06,0.151,0.367,195.005,160846,3
0uTkVCAf8PxMo8NJ3tFYzH,Life on Hold,edm_dance,0.681,0.935,0,-6.392,0,0.0417,0.571,0.458,0.108,0.0584,121.999,207541,4
0uVwdA4z1HtJCZ3KRwRnLi,Karamell,hiphop,0.746,0.632,8,-8.395,0,0.111,0.105,2.22e-05,0.11,0.547,131.973,181285,4
0uYHPE82I75F5W9RdwjzNC,I Predict,indie_alt,0.795,0.829,4,-4.382,1,0.126,0.22,0.0,0.077,0.921,121.233,173827,4
0un0EK8Qvd3eNYh7BJz2OF,Children of the Earth,metal,0.208,0.787,9,-6.763,0,0.0728,0.00131,0.0171,0.0626,0.472,170.626,337880,4
0uppYCG86ajpV2hSR3dJJ0,Give It Away,rock,0.666,0.936,7,-9.919,1,0.0476,0.00244,0.086,0.153,0.776,91.577,282907,4
0us6HsfLfz9BpjUw7WeUXv,DECIMATION,edm_dance,0.7,0.975,4,-2.659,0,0.0356,0.00382,0.427,0.328,0.43,126.011,137148,4
0v2VTUdwxgwIlZEAtpPuGB,Tequila,edm_dance,0.693,0.804,11,-4.463,0,0.164,0.0168,0.000105,0.141,0.572,125.929,149118,4
0v6lbGn9fC1YEa7WQZjFNX,Santa Barbara,indie_alt,0.597,0.157,7,-17.199,0,0.0451,0.962,0.0259,0.107,0.498,81.009,194027,4
0vBpyfpW2lARGh3AZFtWRi,Heads Will Roll - A-Trak Remix Radio Edit,party,0.671,0.805,8,-3.232,0,0.081,0.0134,0.0547,0.237,0.866,132.051,203920,4
0vEXgD2oSs5K7fSuk966n6,CASINO ROYAL,hiphop,0.748,0.612,0,-7.285,0,0.0738,0.0625,0.0,0.159,0.36,117.988,171496,4
0vF3fuZGdOS2pBd17GbtMc,"Spring, Summer",party,0.844,0.864,1,-3.923,1,0.316,0.0164,0.0,0.193,0.77,172.01,166365,4
0vFRDcmzZHvMab3NG7hYWi,Kriegerin,rock,0.625,0.751,4,-6.007,0,0.0654,0.0159,0.000623,0.107,0.346,129.98,316837,4
0vHtlgsJoyA91YMNdImnCL,Hier,hiphop,0.729,0.621,9,-9.651,0,0.109,0.151,0.862,0.109,0.616,76.459,151500,4
0vKt8MR7mVWJ7uWH93HYzl,Painted By Numbers,alternative,0.475,0.807,3,-3.959,0,0.0332,0.0136,6.74e-05,0.109,0.731,145.179,200000,4
0vLwL4xuJ3s7SeaCdvMqkY,Call Me,indie_alt,0.551,0.628,2,-13.799,1,0.036,0.0336,0.000194,0.151,0.777,142.167,212893,4
0vOkRZZeSdTgrJNqQhSeHR,Become What You Hate,rock,0.339,0.979,3,-1.897,1,0.0606,0.00732,1.19e-06,0.0643,0.587,192.678,169507,4
0vOkmmJEtjuFZDzrQSFzEE,Hit Me With Your Best Shot,rock,0.741,0.58,4,-9.05,1,0.0304,0.117,3.31e-05,0.212,0.944,127.402,171267,4
0vR2rIVORmgeKiGIgNT0fV,By Your Side (feat. Tom Grennan),edm_dance,0.733,0.96,7,-3.597,1,0.0295,0.0514,0.00199,0.287,0.811,124.01,189672,4
0vWUhCPxpJOJR5urYbZypB,Hypnotized,party,0.69,0.813,11,-5.084,0,0.0997,0.0968,0.000324,0.109,0.704,108.078,195658,4
0vZCG0H9KhtU7K8MEUVAoV,Tsunami,party,0.699,0.839,4,-5.353,0,0.0481,0.0483,0.655,0.0897,0.264,128.026,236706,4
0vbtURX4qv1l7besfwmnD8,I Took A Pill In Ibiza - Seeb Remix,party,0.664,0.714,7,-6.645,0,0.111,0.0353,8.42e-06,0.0843,0.71,101.969,197933,4
0vcnXfIzcZtOPLxFLCp5Yx,Off without me,indie_alt,0.5,0.644,2,-9.985,0,0.0374,0.00469,0.813,0.121,0.474,159.939,196500,4
0vcv7tSmp10u55eKYTAQ1E,Traces,alternative,0.22,0.759,7,-6.791,1,0.0352,5.97e-05,0.923,0.148,0.243,134.999,275439,4
0vek0LcCbvcMtj0GkXMMJy,Do You Want To,alternative,0.413,0.942,0,-2.871,1,0.0453,0.0783,0.000412,0.689,0.759,123.085,215000,4
0vf2eBw2inhl8y61cYQMv2,Devil Town,pop,0.576,0.759,3,-8.165,1,0.0599,0.12,0.0,0.121,0.501,99.969,179955,4
0vgyr6vnAEJQhlmkPVuoOE,No No No,edm_dance,0.549,0.896,11,-5.349,1,0.0578,0.00329,0.00683,0.092,0.28,159.822,168566,4
0vmgLPLunwHFxEw5fIO0km,Homesick - Live,rock,0.547,0.866,9,-6.402,0,0.321,0.404,0.0,0.884,0.441,82.99,274887,4
0vpLgxoX2cpJM0Fvxwbw84,New Millennium Cyanide Christ,metal,0.269,0.964,10,-5.182,0,0.143,0.000241,0.00211,0.131,0.159,149.86,335667,4
0vrlOGhCwK3xqy1xNUQJHj,Obstacle 1,rock,0.377,0.938,5,-4.9,1,0.0618,5.18e-05,0.58,0.0705,0.385,120.514,251293,4
0vt56Wbd2hcCYvtXoDyEg1,What I Would Give,metal,0.456,0.986,6,-2.096,1,0.125,0.000389,1.02e-05,0.345,0.0946,130.008,250933,4
0vwMdWKwS4mjeKiYvEq5Vc,Autumn Wind,edm_dance,0.614,0.689,8,-8.956,0,0.0418,0.0126,0.939,0.105,0.503,89.99,129333,4
0vxWTZHTvJN7ZpbRf7taL3,BOMBERJACKE,hiphop,0.732,0.633,4,-7.371,0,0.268,0.217,0.0,0.0926,0.56,160.037,174880,4
0w01wALkj28OhGVI1ZSpLf,Osmania,edm_dance,0.626,0.894,1,-7.435,1,0.0427,0.00643,0.93,0.144,0.255,124.0,235161,4
0w5Bdu51Ka25Pf3hojsKHh,Hard Times,rock,0.695,0.818,5,-5.379,0,0.0334,0.00647,4.87e-06,0.0219,0.916,119.965,182693,4
0wCQhh8ltakGjamI3nVcAG,Fjord,edm_dance,0.673,0.543,6,-12.676,0,0.0347,0.0503,0.85,0.114,0.116,118.002,250169,4
0wJoRiX5K5BxlqZTolB2LD,Purple Haze,rock,0.533,0.905,2,-5.27,1,0.0754,0.00876,0.578,0.0698,0.486,108.9,170813,4
0wMMEOhwQcbhYNL4KykK9R,Free Bird,rock,0.277,0.802,0,-11.202,1,0.0521,0.00965,0.0017,0.0623,0.435,118.199,551853,4
0wNhTMsDRLWAPxGOQRqkOR,Coffee Talk,rock,0.287,0.96,8,-2.856,1,0.144,0.000298,0.00364,0.375,0.457,173.998,174147,4
0wQLUNmt4sr3VWom2IU7yP,Cocotte,alternative,0.67,0.834,10,-4.174,0,0.496,0.000219,0.855,0.0843,0.626,126.972,262240,4
0wQiELbg5RrxhoRUIxV2ZC,Never Been To Paris,indie_alt,0.817,0.701,7,-6.884,1,0.0697,0.4,1.77e-06,0.207,0.968,130.027,181108,4
0wVluBsVAVzBKrqspuCcwR,"Check Yes, Juliet",rock,0.352,0.912,7,-4.253,1,0.0725,0.00197,0.0,0.193,0.351,166.795,220147,4
0wYKsBc8vgHebSjagb6IT6,Season of the Witch - 2005 Remastered Version; Mono,alternative,0.492,0.53,2,-8.351,1,0.0308,0.151,0.0113,0.047,0.667,99.237,298267,4
